Author;Type of resin;Isophtalic polyester resin;Orthophtalic polyester resin;Vinylester resin;Phenolic resin;Epoxy resin;Type of fiber;Glass fiber;Carbon fiber;Basalt fiber;Manufacturing process;Pultrusion;Hand lay-up;Filament winding;VARTM;Fiber volume fraction;Profile thickness (mm);Coupon description;Aging effect;Steady condition;Cyclic condition;Immersion;Moisture;Presence of salts;Salt concentration (g/L);pH;Relative humidity;Sustained loading;Exposure time (hours);Exposure time (days);log10(t);Min. exposure temperature (°C);Max. exposure temperature (°C);Avg. exposure temperature (°C);Temperature range (°C);Temperature x time;k(T);1/T (Kelvin);Unaged elastic modulus (GPa);Residual elastic modulus (GPa);Elastic modulus retention
Yang et al. (2022);Polyester;1;1;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.6;2.7;plate;hygrothermal chamber;0;1;0;1;0;0;7;0.94;0.4;8640;360;2.558;40;40;40;0;690.1;30.85;0;9.9;5;0.505
Miller (2014);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.39;6.4;plate;distilled water;1;0;1;0;0;0;7;1;0;1000;42;1.63;60;60;60;0;905.8;173.906;0;21.6;20.4;0.942
Miller (2014);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.39;6.4;plate;distilled water;1;0;1;0;0;0;7;1;0;1000;42;1.63;60;60;60;0;905.8;173.906;0;21.6;20.4;0.942
Miller (2014);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.39;6.4;plate;distilled water;1;0;1;0;0;0;7;1;0.1;0;0;0;60;60;60;0;0;173.906;0;21.6;21.6;1
Miller (2014);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.39;6.4;plate;distilled water;1;0;1;0;0;0;7;1;0.2;1000;42;1.63;60;60;60;0;905.8;173.906;0;21.6;21.8;1.01
Miller (2014);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.39;6.4;plate;distilled water;1;0;1;0;0;0;7;1;0.3;1000;42;1.63;60;60;60;0;905.8;173.906;0;21.6;19.6;0.906
Miller (2014);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.39;6.4;plate;distilled water;1;0;1;0;0;0;7;1;0;0;0;0;60;60;60;0;0;173.906;0;21.6;21.6;1
Miller (2014);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.39;6.4;plate;distilled water;1;0;1;0;0;0;7;1;0;2000;83;1.926;60;60;60;0;947.4;173.906;0;21.6;19.5;0.903
Miller (2014);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.39;6.4;plate;distilled water;1;0;1;0;0;0;7;1;0.1;2000;83;1.926;60;60;60;0;947.4;173.906;0;21.6;20.3;0.94
Miller (2014);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.39;6.4;plate;distilled water;1;0;1;0;0;0;7;1;0.2;2000;83;1.926;60;60;60;0;947.4;173.906;0;21.6;20.2;0.936
Miller (2014);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.39;6.4;plate;distilled water;1;0;1;0;0;0;7;1;0.3;2000;83;1.926;60;60;60;0;947.4;173.906;0;21.6;19.9;0.919
Miller (2014);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.39;6.4;plate;salt water;1;0;1;0;1;35;7;1;0;0;0;0;60;60;60;0;0;173.906;0;21.6;21.6;1
Miller (2014);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.39;6.4;plate;salt water;1;0;1;0;1;35;7;1;0;1000;42;1.63;60;60;60;0;905.8;173.906;0;21.6;20.6;0.954
Miller (2014);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.39;6.4;plate;salt water;1;0;1;0;1;35;7;1;0.1;1000;42;1.63;60;60;60;0;905.8;173.906;0;21.6;20.7;0.958
Miller (2014);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.39;6.4;plate;salt water;1;0;1;0;1;35;7;1;0.2;1000;42;1.63;60;60;60;0;905.8;173.906;0;21.6;18.6;0.863
Miller (2014);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.39;6.4;plate;salt water;1;0;1;0;1;35;7;1;0.3;1000;42;1.63;60;60;60;0;905.8;173.906;0;21.6;20.1;0.931
Miller (2014);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.39;6.4;plate;salt water;1;0;1;0;1;35;7;1;0;2000;83;1.926;60;60;60;0;947.4;173.906;0;21.6;20.4;0.943
Miller (2014);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.39;6.4;plate;salt water;1;0;1;0;1;35;7;1;0;2000;83;1.926;60;60;60;0;947.4;173.906;0;21.6;20.4;0.943
Miller (2014);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.39;6.4;plate;salt water;1;0;1;0;1;35;7;1;0.1;2000;83;1.926;60;60;60;0;947.4;173.906;0;21.6;20.3;0.939
Miller (2014);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.39;6.4;plate;salt water;1;0;1;0;1;35;7;1;0.2;2000;83;1.926;60;60;60;0;947.4;173.906;0;21.6;20.9;0.967
Miller (2014);Vinylester;0;0;1;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.39;6.4;plate;distilled water;1;0;1;0;0;0;7;1;0;0;0;0;60;60;60;0;0;173.906;0;21.6;21.6;1
Miller (2014);Vinylester;0;0;1;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.39;6.4;plate;distilled water;1;0;1;0;0;0;7;1;0;1000;42;1.63;60;60;60;0;905.8;173.906;0;21.6;20.8;0.964
Miller (2014);Vinylester;0;0;1;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.39;6.4;plate;distilled water;1;0;1;0;0;0;7;1;0.1;1000;42;1.63;60;60;60;0;905.8;173.906;0;21.6;20.1;0.929
Miller (2014);Vinylester;0;0;1;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.39;6.4;plate;distilled water;1;0;1;0;0;0;7;1;0.2;1000;42;1.63;60;60;60;0;905.8;173.906;0;21.6;21.5;0.997
Miller (2014);Vinylester;0;0;1;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.39;6.4;plate;distilled water;1;0;1;0;0;0;7;1;0.3;1000;42;1.63;60;60;60;0;905.8;173.906;0;21.6;22;1.02
Miller (2014);Vinylester;0;0;1;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.39;6.4;plate;distilled water;1;0;1;0;0;0;7;1;0;0;0;0;60;60;60;0;0;173.906;0;21.6;21.6;1
Miller (2014);Vinylester;0;0;1;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.39;6.4;plate;distilled water;1;0;1;0;0;0;7;1;0;2000;83;1.926;60;60;60;0;947.4;173.906;0;21.6;19.4;0.896
Miller (2014);Vinylester;0;0;1;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.39;6.4;plate;distilled water;1;0;1;0;0;0;7;1;0.1;2000;83;1.926;60;60;60;0;947.4;173.906;0;21.6;18.3;0.847
Miller (2014);Vinylester;0;0;1;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.39;6.4;plate;distilled water;1;0;1;0;0;0;7;1;0.2;2000;83;1.926;60;60;60;0;947.4;173.906;0;21.6;20.1;0.931
Miller (2014);Vinylester;0;0;1;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.39;6.4;plate;distilled water;1;0;1;0;0;0;7;1;0.3;2000;83;1.926;60;60;60;0;947.4;173.906;0;21.6;17.4;0.803
Miller (2014);Vinylester;0;0;1;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.39;6.4;plate;salt water;1;0;1;0;1;35;7;1;0;0;0;0;60;60;60;0;0;173.906;0;21.6;21.6;1
Miller (2014);Vinylester;0;0;1;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.39;6.4;plate;salt water;1;0;1;0;1;35;7;1;0;1000;42;1.63;60;60;60;0;905.8;173.906;0;21.6;20.9;0.965
Miller (2014);Vinylester;0;0;1;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.39;6.4;plate;salt water;1;0;1;0;1;35;7;1;0.1;1000;42;1.63;60;60;60;0;905.8;173.906;0;21.6;20.6;0.953
Miller (2014);Vinylester;0;0;1;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.39;6.4;plate;salt water;1;0;1;0;1;35;7;1;0.2;1000;42;1.63;60;60;60;0;905.8;173.906;0;21.6;20.2;0.937
Miller (2014);Vinylester;0;0;1;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.39;6.4;plate;salt water;1;0;1;0;1;35;7;1;0.3;1000;42;1.63;60;60;60;0;905.8;173.906;0;21.6;20.5;0.948
Miller (2014);Vinylester;0;0;1;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.39;6.4;plate;salt water;1;0;1;0;1;35;7;1;0;0;0;0;60;60;60;0;0;173.906;0;21.6;21.6;1
Miller (2014);Vinylester;0;0;1;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.39;6.4;plate;salt water;1;0;1;0;1;35;7;1;0;2000;83;1.926;60;60;60;0;947.4;173.906;0;21.6;18.8;0.87
Miller (2014);Vinylester;0;0;1;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.39;6.4;plate;salt water;1;0;1;0;1;35;7;1;0;2000;83;1.926;60;60;60;0;947.4;173.906;0;21.6;18.8;0.87
Miller (2014);Vinylester;0;0;1;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.39;6.4;plate;salt water;1;0;1;0;1;35;7;1;0.1;2000;83;1.926;60;60;60;0;947.4;173.906;0;21.6;19;0.881
Miller (2014);Vinylester;0;0;1;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.39;6.4;plate;salt water;1;0;1;0;1;35;7;1;0.2;2000;83;1.926;60;60;60;0;947.4;173.906;0;21.6;21.2;0.979
Miller (2014);Vinylester;0;0;1;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.39;6.4;plate;salt water;1;0;1;0;1;35;7;1;0.3;2000;83;1.926;60;60;60;0;947.4;173.906;0;21.6;18.4;0.85
Nishizaki et al. (2015);Vinylester;0;0;1;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.43;3.2;plate;in situ;0;1;0;0;0;0;7;0.5;0;0;0;0;12.5;12.5;12.5;0;0;1.927;0;20.9;20.9;1
Nishizaki et al. (2015);Vinylester;0;0;1;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.43;3.2;plate;in situ;0;1;0;0;0;0;7;0.5;0;8760;365;2.563;12.5;12.5;12.5;0;215.8;1.927;0;20.9;25;1.196
Nishizaki et al. (2015);Vinylester;0;0;1;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.43;3.2;plate;in situ;0;1;0;0;0;0;7.5;0.5;0;87600;3650;3.562;12.5;12.5;12.5;0;244.6;1.927;0;20.9;26.9;1.287
Nishizaki et al. (2015);Vinylester;0;0;1;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.39;3.2;plate;in situ;0;1;0;0;0;0;7.5;0.5;0;0;0;0;12.5;12.5;12.5;0;0;1.927;0;19.2;19.2;1
Nishizaki et al. (2015);Vinylester;0;0;1;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.39;3.2;plate;in situ;0;1;0;0;0;0;7.5;0.5;0;8760;365;2.563;12.5;12.5;12.5;0;215.8;1.927;0;19.2;20.5;1.068
Nishizaki et al. (2015);Vinylester;0;0;1;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.39;3.2;plate;in situ;0;1;0;0;0;0;7.5;0.5;0;87600;3650;3.562;12.5;12.5;12.5;0;244.6;1.927;0;19.2;20.2;1.052
Nishizaki et al. (2015);Vinylester;0;0;1;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.36;3.2;plate;in situ;0;1;0;0;0;0;7.5;0.5;0;0;0;0;12.5;12.5;12.5;0;0;1.927;0;17.9;17.9;1
Nishizaki et al. (2015);Vinylester;0;0;1;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.36;3.2;plate;in situ;0;1;0;0;0;0;7.5;0.5;0;8760;365;2.563;12.5;12.5;12.5;0;215.8;1.927;0;17.9;19;1.061
Nishizaki et al. (2015);Vinylester;0;0;1;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.36;3.2;plate;in situ;0;1;0;0;0;0;7.5;0.5;0;87600;3650;3.562;12.5;12.5;12.5;0;244.6;1.927;0;17.9;18.7;1.045
Stamenović et al. (2011);Polyester;0;1;0;0;0;Glass;1;0;0;FW;0;0;1;0;0.36;3.5;plate;alkaline solution;1;0;1;0;0;0;14;1;0;0;0;0;20;20;20;0;0;4.322;0;20.7;20.7;1
Stamenović et al. (2011);Polyester;0;1;0;0;0;Glass;1;0;0;FW;0;0;1;0;0.36;3.5;plate;alkaline solution;1;0;1;0;0;0;14;1;0;72;3;0.602;20;20;20;0;249.3;4.322;0;20.7;20.3;0.981
Stamenović et al. (2011);Polyester;0;1;0;0;0;Glass;1;0;0;FW;0;0;1;0;0.36;3.5;plate;alkaline solution;1;0;1;0;0;0;14;1;0;240;10;1.041;20;20;20;0;273.4;4.322;0;20.7;19.6;0.947
Stamenović et al. (2011);Polyester;0;1;0;0;0;Glass;1;0;0;FW;0;0;1;0;0.36;3.5;plate;alkaline solution;1;0;1;0;0;0;14;1;0;720;30;1.491;20;20;20;0;295.4;4.322;0;20.7;19;0.918
Stamenović et al. (2011);Polyester;0;1;0;0;0;Glass;1;0;0;FW;0;0;1;0;0.36;3.5;plate;alkaline solution;1;0;1;0;0;0;14;1;0;1440;60;1.785;20;20;20;0;309.2;4.322;0;20.7;18.9;0.914
Stamenović et al. (2011);Polyester;0;1;0;0;0;Glass;1;0;0;FW;0;0;1;0;0.36;3.5;plate;alkaline solution;1;0;1;0;0;0;12;1;0;0;0;0;20;20;20;0;0;4.322;0;20.7;20.7;1
Stamenović et al. (2011);Polyester;0;1;0;0;0;Glass;1;0;0;FW;0;0;1;0;0.36;3.5;plate;alkaline solution;1;0;1;0;0;0;12;1;0;72;3;0.602;20;20;20;0;249.3;4.322;0;20.7;20.5;0.988
Stamenović et al. (2011);Polyester;0;1;0;0;0;Glass;1;0;0;FW;0;0;1;0;0.36;3.5;plate;alkaline solution;1;0;1;0;0;0;12;1;0;240;10;1.041;20;20;20;0;273.4;4.322;0;20.7;19.9;0.961
Stamenović et al. (2011);Polyester;0;1;0;0;0;Glass;1;0;0;FW;0;0;1;0;0.36;3.5;plate;alkaline solution;1;0;1;0;0;0;12;1;0;720;30;1.491;20;20;20;0;295.4;4.322;0;20.7;19.6;0.945
Stamenović et al. (2011);Polyester;0;1;0;0;0;Glass;1;0;0;FW;0;0;1;0;0.36;3.5;plate;alkaline solution;1;0;1;0;0;0;12;1;0;1440;60;1.785;20;20;20;0;309.2;4.322;0;20.7;19.5;0.943
Stamenović et al. (2011);Polyester;0;1;0;0;0;Glass;1;0;0;FW;0;0;1;0;0.36;3.5;plate;tap water;1;0;1;0;0;0;7.5;1;0;0;0;0;20;20;20;0;0;4.322;0;20.7;20.7;1
Stamenović et al. (2011);Polyester;0;1;0;0;0;Glass;1;0;0;FW;0;0;1;0;0.36;3.5;plate;tap water;1;0;1;0;0;0;7.5;1;0;72;3;0.602;20;20;20;0;249.3;4.322;0;20.7;20.7;0.997
Stamenović et al. (2011);Polyester;0;1;0;0;0;Glass;1;0;0;FW;0;0;1;0;0.36;3.5;plate;tap water;1;0;1;0;0;0;7.5;1;0;240;10;1.041;20;20;20;0;273.4;4.322;0;20.7;20.3;0.978
Stamenović et al. (2011);Polyester;0;1;0;0;0;Glass;1;0;0;FW;0;0;1;0;0.36;3.5;plate;tap water;1;0;1;0;0;0;7.5;1;0;720;30;1.491;20;20;20;0;295.4;4.322;0;20.7;19.9;0.961
Stamenović et al. (2011);Polyester;0;1;0;0;0;Glass;1;0;0;FW;0;0;1;0;0.36;3.5;plate;tap water;1;0;1;0;0;0;7.5;1;0;1440;60;1.785;20;20;20;0;309.2;4.322;0;20.7;19.9;0.959
Stamenović et al. (2011);Polyester;0;1;0;0;0;Glass;1;0;0;FW;0;0;1;0;0.36;3.5;plate;acid solution;1;0;1;0;0;0;2;1;0;0;0;0;20;20;20;0;0;4.322;0;20.7;20.7;1
Stamenović et al. (2011);Polyester;0;1;0;0;0;Glass;1;0;0;FW;0;0;1;0;0.36;3.5;plate;acid solution;1;0;1;0;0;0;2;1;0;72;3;0.602;20;20;20;0;249.3;4.322;0;20.7;20.8;1.005
Stamenović et al. (2011);Polyester;0;1;0;0;0;Glass;1;0;0;FW;0;0;1;0;0.36;3.5;plate;acid solution;1;0;1;0;0;0;2;1;0;240;10;1.041;20;20;20;0;273.4;4.322;0;20.7;21.2;1.021
Stamenović et al. (2011);Polyester;0;1;0;0;0;Glass;1;0;0;FW;0;0;1;0;0.36;3.5;plate;acid solution;1;0;1;0;0;0;2;1;0;720;30;1.491;20;20;20;0;295.4;4.322;0;20.7;21.6;1.041
Stamenović et al. (2011);Polyester;0;1;0;0;0;Glass;1;0;0;FW;0;0;1;0;0.36;3.5;plate;acid solution;1;0;1;0;0;0;2;1;0;1440;60;1.785;20;20;20;0;309.2;4.322;0;20.7;21.6;1.042
Stamenović et al. (2011);Polyester;0;1;0;0;0;Glass;1;0;0;FW;0;0;1;0;0.36;3.5;plate;acid solution;1;0;1;0;0;0;1;1;0;0;0;0;20;20;20;0;0;4.322;0;20.7;20.7;1
Stamenović et al. (2011);Polyester;0;1;0;0;0;Glass;1;0;0;FW;0;0;1;0;0.36;3.5;plate;acid solution;1;0;1;0;0;0;1;1;0;72;3;0.602;20;20;20;0;249.3;4.322;0;20.7;20.9;1.007
Stamenović et al. (2011);Polyester;0;1;0;0;0;Glass;1;0;0;FW;0;0;1;0;0.36;3.5;plate;acid solution;1;0;1;0;0;0;1;1;0;240;10;1.041;20;20;20;0;273.4;4.322;0;20.7;21.4;1.033
Stamenović et al. (2011);Polyester;0;1;0;0;0;Glass;1;0;0;FW;0;0;1;0;0.36;3.5;plate;acid solution;1;0;1;0;0;0;1;1;0;720;30;1.491;20;20;20;0;295.4;4.322;0;20.7;22.1;1.065
Stamenović et al. (2011);Polyester;0;1;0;0;0;Glass;1;0;0;FW;0;0;1;0;0.36;3.5;plate;acid solution;1;0;1;0;0;0;1;1;0;1440;60;1.785;20;20;20;0;309.2;4.322;0;20.7;22.1;1.067
Rosa et al. (2024);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.33;3.2;square tube;in situ;1;0;0;1;1;7;7.5;0.5;0;0;0;0;21;21;21;0;0;4.799;0;37.9;37.9;1
Rosa et al. (2024);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.33;3.2;square tube;in situ;1;0;0;1;1;7;7.5;0.5;0;183960;7665;3.885;21;21;21;0;426.5;4.799;0;37.9;37.3;0.984
Rosa et al. (2024);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.43;8;I-beam web;in situ;0;1;0;1;1;7;7.5;0.5;0;0;0;0;21;21;21;0;0;4.799;0;34.2;34.2;1
Rosa et al. (2024);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.43;8;I-beam web;in situ;0;1;0;1;1;7;7.5;0.5;0;96360;4015;3.604;21;21;21;0;413;4.799;0;34.2;34.2;1
Keller et al. (2016);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.5;8;I-beam flange;in situ;0;1;0;1;0;0;7.5;0.73;0.2;0;0;0;2;2;2;0;0;0.577;0;34.2;34.2;1
Keller et al. (2016);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.5;8;I-beam flange;in situ;0;1;0;1;0;0;7.5;0.73;0.2;70080;2920;3.466;2;2;2;0;38.7;0.577;0;34.2;35.3;1.032
Keller et al. (2016);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.5;8;I-beam flange;in situ;0;1;0;1;0;0;7.5;0.73;0.2;148920;6205;3.793;2;2;2;0;40.2;0.577;0;34.2;33.6;0.982
Keller et al. (2016);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.5;8;I-beam web;in situ;0;1;0;1;0;0;7.5;0.73;0.2;0;0;0;2;2;2;0;0;0.577;0;22.8;22.8;1
Keller et al. (2016);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.5;8;I-beam web;in situ;0;1;0;1;0;0;7.5;0.73;0.2;70080;2920;3.466;2;2;2;0;38.7;0.577;0;22.8;22.7;0.996
Keller et al. (2016);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.5;8;I-beam web;in situ;0;1;0;1;0;0;7.5;0.73;0.2;148920;6205;3.793;2;2;2;0;40.2;0.577;0;22.8;21.7;0.952
Lopez-Anido et al. (2001);Vinylester;0;0;1;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.49;9.9;honeycomb deck;tap water;1;0;1;0;0;0;7.5;1;0;3000;0;0;23;23;23;0;0;5.903;0;22.4;22.4;1
Lopez-Anido et al. (2001);Vinylester;0;0;1;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.49;9.9;honeycomb deck;tap water;1;0;1;0;0;0;7.5;1;0;3000;125;2.1;23;23;23;0;372.5;5.903;0;22.4;21.6;0.964
Lopez-Anido et al. (2001);Vinylester;0;0;1;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.49;9.9;honeycomb deck;tap water;1;0;1;0;0;0;7.5;1;0;10000;417;2.621;23;23;23;0;400.2;5.903;0;22.4;21.9;0.978
Lopez-Anido et al. (2001);Vinylester;0;0;1;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.49;9.9;honeycomb deck;salt water;1;0;1;0;0;0;7.5;1;0;1000;0;0;23;23;23;0;0;5.903;0;22.4;22.4;1
Lopez-Anido et al. (2001);Vinylester;0;0;1;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.49;9.9;honeycomb deck;salt water;1;0;1;0;0;0;7.5;1;0;1000;42;1.63;23;23;23;0;347.2;5.903;0;22.4;22.8;1.018
Lopez-Anido et al. (2001);Vinylester;0;0;1;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.49;9.9;honeycomb deck;salt water;1;0;1;0;0;0;7.5;1;0;3000;125;2.1;23;23;23;0;372.5;5.903;0;22.4;22;0.982
Lopez-Anido et al. (2001);Vinylester;0;0;1;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.49;9.9;honeycomb deck;salt water;1;0;1;0;0;0;7.5;1;0;10000;417;2.621;23;23;23;0;400.2;5.903;0;22.4;22.5;1.004
Lopez-Anido et al. (2001);Vinylester;0;0;1;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.49;9.9;honeycomb deck;in situ;0;1;0;1;0;0;7.5;0.75;0;0;0;0;21;30;25.5;9;0;7.618;0;22.4;22.4;1
Lopez-Anido et al. (2001);Vinylester;0;0;1;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.49;9.9;honeycomb deck;in situ;0;1;0;1;0;0;7.5;0.75;0;8760;365;2.563;21;30;25.5;9;440.3;7.618;0;22.4;23;1.027
Lopez-Anido et al. (2001);Hybrid;1;0;1;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.61;8;deck panel;tap water;1;0;1;0;0;0;7.5;1;0;3000;0;0;23;23;23;0;0;5.903;0;39.5;39.5;1
Lopez-Anido et al. (2001);Hybrid;1;0;1;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.61;8;deck panel;tap water;1;0;1;0;0;0;7.5;1;0;3000;125;2.1;23;23;23;0;372.5;5.903;0;39.5;39.1;0.99
Lopez-Anido et al. (2001);Hybrid;1;0;1;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.61;8;deck panel;tap water;1;0;1;0;0;0;7.5;1;0;10000;417;2.621;23;23;23;0;400.2;5.903;0;39.5;38.9;0.985
Lopez-Anido et al. (2001);Hybrid;1;0;1;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.61;8;deck panel;salt water;1;0;1;0;0;0;7.5;1;0;3000;0;0;23;23;23;0;0;5.903;0;39.5;39.5;1
Lopez-Anido et al. (2001);Hybrid;1;0;1;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.61;8;deck panel;salt water;1;0;1;0;0;0;7.5;1;0;3000;125;2.1;23;23;23;0;372.5;5.903;0;39.5;39.3;0.995
Lopez-Anido et al. (2001);Hybrid;1;0;1;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.61;8;deck panel;salt water;1;0;1;0;0;0;7.5;1;0;10000;417;2.621;23;23;23;0;400.2;5.903;0;39.5;37.8;0.957
Lopez-Anido et al. (2001);Hybrid;1;0;1;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.61;8;deck panel;alkaline solution;1;0;1;0;0;0;9.5;1;0;1000;0;0;23;23;23;0;0;5.903;0;39.5;39.5;1
Lopez-Anido et al. (2001);Hybrid;1;0;1;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.61;8;deck panel;alkaline solution;1;0;1;0;0;0;9.5;1;0;1000;42;1.63;23;23;23;0;347.2;5.903;0;39.5;40.4;1.023
Lopez-Anido et al. (2001);Hybrid;1;0;1;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.61;8;deck panel;alkaline solution;1;0;1;0;0;0;9.5;1;0;10000;417;2.621;23;23;23;0;400.2;5.903;0;39.5;38.1;0.965
Lopez-Anido et al. (2001);Hybrid;1;0;1;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.61;8;deck panel;in situ;0;1;0;1;0;0;7.5;0.75;0;0;0;0;23;23;23;0;0;5.903;0;39.5;39.5;1
Lopez-Anido et al. (2001);Hybrid;1;0;1;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.61;8;deck panel;in situ;0;1;0;1;0;0;7.5;0.75;0;8760;365;2.563;23;23;23;0;397.1;5.903;0;39.5;39.5;1
Lopez-Anido et al. (2001);Vinylester;0;0;1;0;0;Glass;1;0;0;VARTM;0;0;0;1;0.56;6.9;deck sandwich face;tap water;1;0;1;0;0;0;7.5;1;0;1000;0;0;23;23;23;0;0;5.903;0;23.6;23.6;1
Lopez-Anido et al. (2001);Vinylester;0;0;1;0;0;Glass;1;0;0;VARTM;0;0;0;1;0.56;6.9;deck sandwich face;tap water;1;0;1;0;0;0;7.5;1;0;1000;42;1.63;23;23;23;0;347.2;5.903;0;23.6;22.1;0.936
Lopez-Anido et al. (2001);Vinylester;0;0;1;0;0;Glass;1;0;0;VARTM;0;0;0;1;0.56;6.9;deck sandwich face;tap water;1;0;1;0;0;0;7.5;1;0;3000;125;2.1;23;23;23;0;372.5;5.903;0;23.6;25.2;1.068
Lopez-Anido et al. (2001);Vinylester;0;0;1;0;0;Glass;1;0;0;VARTM;0;0;0;1;0.56;6.9;deck sandwich face;tap water;1;0;1;0;0;0;7.5;1;0;10000;417;2.621;23;23;23;0;400.2;5.903;0;23.6;25.3;1.072
Lopez-Anido et al. (2001);Vinylester;0;0;1;0;0;Glass;1;0;0;VARTM;0;0;0;1;0.56;6.9;deck sandwich face;salt water;1;0;1;0;0;0;7.5;1;0;1000;0;0;23;23;23;0;0;5.903;0;23.6;23.6;1
